trade_no,date,single_pnl,single_points,base_mdd_pnl,base_mdd_points,loss_streak_before,win_streak_before,post_mdd_zero_index,plan1_quantity,plan1_cum_pnl,plan1_mdd_pnl,plan2_quantity,plan2_cum_pnl,plan2_mdd_pnl,plan3_quantity,plan3_cum_pnl,plan3_mdd_pnl
200,2025-10-22,300.0,30.0,-15950.0,-1595.0,3,0,0,1,588650.0,-15950.0,1,344250.0,-15950.0,1,488950.0,-15950.0
201,2025-10-22,-6600.0,-660.0,-22550.0,-2255.0,0,1,0,1,582050.0,-22550.0,1,337650.0,-22550.0,1,482350.0,-22550.0
202,2025-10-22,-6600.0,-660.0,-29150.0,-2915.0,1,0,0,1,575450.0,-29150.0,1,331050.0,-29150.0,1,475750.0,-29150.0
203,2025-10-22,-8150.0,-815.0,-37300.0,-3730.0,2,0,0,1,567300.0,-37300.0,1,322900.0,-37300.0,1,467600.0,-37300.0
204,2025-10-22,8550.0,855.0,-28750.0,-2875.0,3,0,0,2,584400.0,-20200.0,1,331450.0,-28750.0,1,476150.0,-28750.0
205,2025-10-23,13800.0,1380.0,-14950.0,-1495.0,0,1,0,2,612000.0,0.0,1,345250.0,-14950.0,1,489950.0,-14950.0
206,2025-10-23,-31450.0,-3145.0,-46400.0,-4640.0,0,2,0,2,549100.0,-62900.0,1,313800.0,-46400.0,1,458500.0,-46400.0
207,2025-10-27,-9150.0,-915.0,-55550.0,-5555.0,1,0,0,2,530800.0,-81200.0,1,304650.0,-55550.0,2,440200.0,-64700.0
208,2025-10-27,-6200.0,-620.0,-61750.0,-6175.0,2,0,0,2,518400.0,-93600.0,2,292250.0,-67950.0,2,427800.0,-77100.0
209,2025-10-27,-7150.0,-715.0,-68900.0,-6890.0,3,0,0,2,504100.0,-107900.0,2,277950.0,-82250.0,2,413500.0,-91400.0
210,2025-10-27,-4150.0,-415.0,-73050.0,-7305.0,4,0,0,2,495800.0,-116200.0,2,269650.0,-90550.0,2,405200.0,-99700.0
211,2025-10-27,-4400.0,-440.0,-77450.0,-7745.0,5,0,0,3,482600.0,-129400.0,2,260850.0,-99350.0,2,396400.0,-108500.0
212,2025-10-28,3050.0,305.0,-74400.0,-7440.0,6,0,0,3,491750.0,-120250.0,2,266950.0,-93250.0,2,402500.0,-102400.0
213,2025-10-28,16600.0,1660.0,-57800.0,-5780.0,0,1,0,3,541550.0,-70450.0,2,300150.0,-60050.0,2,435700.0,-69200.0
214,2025-10-30,-6300.0,-630.0,-64100.0,-6410.0,0,2,0,2,528950.0,-83050.0,2,287550.0,-72650.0,2,423100.0,-81800.0
215,2025-10-30,-4600.0,-460.0,-68700.0,-6870.0,1,0,0,2,519750.0,-92250.0,2,278350.0,-81850.0,2,413900.0,-91000.0
216,2025-10-30,-1750.0,-175.0,-70450.0,-7045.0,2,0,0,2,516250.0,-95750.0,2,274850.0,-85350.0,2,410400.0,-94500.0
217,2025-10-30,-6950.0,-695.0,-77400.0,-7740.0,3,0,0,3,495400.0,-116600.0,2,260950.0,-99250.0,2,396500.0,-108400.0
218,2025-10-30,-12050.0,-1205.0,-89450.0,-8945.0,4,0,0,3,459250.0,-152750.0,2,236850.0,-123350.0,2,372400.0,-132500.0
219,2025-10-31,-3650.0,-365.0,-93100.0,-9310.0,5,0,0,3,448300.0,-163700.0,2,229550.0,-130650.0,2,365100.0,-139800.0
220,2025-10-31,1500.0,150.0,-91600.0,-9160.0,6,0,0,3,452800.0,-159200.0,2,232550.0,-127650.0,3,369600.0,-135300.0
221,2025-10-31,-5550.0,-555.0,-97150.0,-9715.0,0,1,0,3,436150.0,-175850.0,2,221450.0,-138750.0,3,352950.0,-151950.0
222,2025-10-31,-8100.0,-810.0,-105250.0,-10525.0,1,0,0,3,411850.0,-200150.0,2,205250.0,-154950.0,3,328650.0,-176250.0
223,2025-11-03,-3750.0,-375.0,-109000.0,-10900.0,2,0,0,3,400600.0,-211400.0,3,194000.0,-166200.0,3,317400.0,-187500.0
224,2025-11-03,3000.0,300.0,-106000.0,-10600.0,3,0,0,3,409600.0,-202400.0,3,203000.0,-157200.0,3,326400.0,-178500.0
225,2025-11-03,2650.0,265.0,-103350.0,-10335.0,0,1,0,3,417550.0,-194450.0,3,210950.0,-149250.0,3,334350.0,-170550.0
226,2025-11-04,14750.0,1475.0,-88600.0,-8860.0,0,2,0,3,461800.0,-150200.0,3,255200.0,-105000.0,3,378600.0,-126300.0
227,2025-11-04,-1500.0,-150.0,-90100.0,-9010.0,0,3,0,3,457300.0,-154700.0,2,252200.0,-108000.0,2,375600.0,-129300.0
228,2025-11-05,17600.0,1760.0,-72500.0,-7250.0,1,0,0,3,510100.0,-101900.0,2,287400.0,-72800.0,3,428400.0,-76500.0
229,2025-11-05,4800.0,480.0,-67700.0,-6770.0,0,1,0,3,524500.0,-87500.0,2,297000.0,-63200.0,2,438000.0,-66900.0
230,2025-11-05,-5200.0,-520.0,-72900.0,-7290.0,0,2,0,2,514100.0,-97900.0,2,286600.0,-73600.0,2,427600.0,-77300.0
231,2025-11-05,-3600.0,-360.0,-76500.0,-7650.0,1,0,0,3,503300.0,-108700.0,2,279400.0,-80800.0,2,420400.0,-84500.0
232,2025-11-05,-4300.0,-430.0,-80800.0,-8080.0,2,0,0,3,490400.0,-121600.0,2,270800.0,-89400.0,2,411800.0,-93100.0
233,2025-11-05,2000.0,200.0,-78800.0,-7880.0,3,0,0,3,496400.0,-115600.0,2,274800.0,-85400.0,2,415800.0,-89100.0
234,2025-11-06,-5450.0,-545.0,-84250.0,-8425.0,0,1,0,3,480050.0,-131950.0,2,263900.0,-96300.0,2,404900.0,-100000.0
235,2025-11-06,-2050.0,-205.0,-86300.0,-8630.0,1,0,0,3,473900.0,-138100.0,2,259800.0,-100400.0,2,400800.0,-104100.0
236,2025-11-06,-4850.0,-485.0,-91150.0,-9115.0,2,0,0,3,459350.0,-152650.0,2,250100.0,-110100.0,2,391100.0,-113800.0
237,2025-11-06,-3300.0,-330.0,-94450.0,-9445.0,3,0,0,3,449450.0,-162550.0,2,243500.0,-116700.0,3,381200.0,-123700.0
238,2025-11-06,14000.0,1400.0,-80450.0,-8045.0,4,0,0,3,491450.0,-120550.0,2,271500.0,-88700.0,3,423200.0,-81700.0
239,2025-11-07,-6200.0,-620.0,-86650.0,-8665.0,0,1,0,3,472850.0,-139150.0,2,259100.0,-101100.0,2,410800.0,-94100.0
240,2025-11-07,-6700.0,-670.0,-93350.0,-9335.0,1,0,0,3,452750.0,-159250.0,2,245700.0,-114500.0,2,397400.0,-107500.0
241,2025-11-07,-2800.0,-280.0,-96150.0,-9615.0,2,0,0,3,444350.0,-167650.0,2,240100.0,-120100.0,3,389000.0,-115900.0
242,2025-11-07,-9800.0,-980.0,-105950.0,-10595.0,3,0,0,3,414950.0,-197050.0,2,220500.0,-139700.0,3,359600.0,-145300.0
243,2025-11-10,1350.0,135.0,-104600.0,-10460.0,4,0,0,3,419000.0,-193000.0,3,224550.0,-135650.0,3,363650.0,-141250.0
244,2025-11-10,-6350.0,-635.0,-110950.0,-11095.0,0,1,0,3,399950.0,-212050.0,3,205500.0,-154700.0,3,344600.0,-160300.0
245,2025-11-11,2950.0,295.0,-108000.0,-10800.0,1,0,0,3,408800.0,-203200.0,3,214350.0,-145850.0,3,353450.0,-151450.0
246,2025-11-11,14650.0,1465.0,-93350.0,-9335.0,0,1,0,3,452750.0,-159250.0,3,258300.0,-101900.0,3,397400.0,-107500.0
247,2025-11-11,-4200.0,-420.0,-97550.0,-9755.0,0,2,0,3,440150.0,-171850.0,2,249900.0,-110300.0,3,384800.0,-120100.0
248,2025-11-11,-5050.0,-505.0,-102600.0,-10260.0,1,0,0,3,425000.0,-187000.0,2,239800.0,-120400.0,3,369650.0,-135250.0
249,2025-11-12,3850.0,385.0,-98750.0,-9875.0,2,0,0,3,436550.0,-175450.0,3,251350.0,-108850.0,3,381200.0,-123700.0
250,2025-11-12,-4000.0,-400.0,-102750.0,-10275.0,0,1,0,3,424550.0,-187450.0,2,243350.0,-116850.0,3,369200.0,-135700.0
251,2025-11-12,1050.0,105.0,-101700.0,-10170.0,1,0,0,3,427700.0,-184300.0,3,246500.0,-113700.0,3,372350.0,-132550.0
252,2025-11-12,2900.0,290.0,-98800.0,-9880.0,0,1,0,3,436400.0,-175600.0,3,255200.0,-105000.0,3,381050.0,-123850.0
253,2025-11-13,-4550.0,-455.0,-103350.0,-10335.0,0,2,0,3,422750.0,-189250.0,2,246100.0,-114100.0,3,367400.0,-137500.0
254,2025-11-13,-4650.0,-465.0,-108000.0,-10800.0,1,0,0,3,408800.0,-203200.0,3,232150.0,-128050.0,3,353450.0,-151450.0
255,2025-11-13,-1550.0,-155.0,-109550.0,-10955.0,2,0,0,3,404150.0,-207850.0,3,227500.0,-132700.0,3,348800.0,-156100.0
256,2025-11-13,17850.0,1785.0,-91700.0,-9170.0,3,0,0,3,457700.0,-154300.0,3,281050.0,-79150.0,3,402350.0,-102550.0
257,2025-11-14,-4900.0,-490.0,-96600.0,-9660.0,0,1,0,3,443000.0,-169000.0,2,271250.0,-88950.0,3,387650.0,-117250.0
258,2025-11-14,2450.0,245.0,-94150.0,-9415.0,1,0,0,3,450350.0,-161650.0,2,276150.0,-84050.0,3,395000.0,-109900.0
259,2025-11-14,-1950.0,-195.0,-96100.0,-9610.0,0,1,0,3,444500.0,-167500.0,2,272250.0,-87950.0,3,389150.0,-115750.0
260,2025-11-15,5800.0,580.0,-90300.0,-9030.0,1,0,0,3,461900.0,-150100.0,2,283850.0,-76350.0,3,406550.0,-98350.0
261,2025-11-18,-7350.0,-735.0,-97650.0,-9765.0,0,1,0,3,439850.0,-172150.0,2,269150.0,-91050.0,3,384500.0,-120400.0
262,2025-11-18,13250.0,1325.0,-84400.0,-8440.0,1,0,0,3,479600.0,-132400.0,2,295650.0,-64550.0,3,424250.0,-80650.0
263,2025-11-18,950.0,95.0,-83450.0,-8345.0,0,1,0,3,482450.0,-129550.0,2,297550.0,-62650.0,2,426150.0,-78750.0
264,2025-11-18,-6050.0,-605.0,-89500.0,-8950.0,0,2,0,3,464300.0,-147700.0,2,285450.0,-74750.0,2,414050.0,-90850.0
265,2025-11-19,-10800.0,-1080.0,-100300.0,-10030.0,1,0,0,3,431900.0,-180100.0,2,263850.0,-96350.0,2,392450.0,-112450.0
266,2025-11-19,950.0,95.0,-99350.0,-9935.0,2,0,0,3,434750.0,-177250.0,3,266700.0,-93500.0,3,395300.0,-109600.0
267,2025-11-19,25950.0,2595.0,-73400.0,-7340.0,0,1,0,3,512600.0,-99400.0,2,318600.0,-41600.0,3,473150.0,-31750.0
268,2025-11-20,-8150.0,-815.0,-81550.0,-8155.0,0,2,0,3,488150.0,-123850.0,2,302300.0,-57900.0,2,456850.0,-48050.0
269,2025-11-20,-4350.0,-435.0,-85900.0,-8590.0,1,0,0,3,475100.0,-136900.0,2,293600.0,-66600.0,2,448150.0,-56750.0
270,2025-11-20,31100.0,3110.0,-54800.0,-5480.0,2,0,0,3,568400.0,-43600.0,2,355800.0,-4400.0,2,510350.0,0.0
271,2025-11-22,-2100.0,-210.0,-56900.0,-5690.0,0,1,0,2,564200.0,-47800.0,2,351600.0,-8600.0,2,506150.0,-4200.0
272,2025-11-24,-1300.0,-130.0,-58200.0,-5820.0,1,0,0,2,561600.0,-50400.0,2,349000.0,-11200.0,2,503550.0,-6800.0
273,2025-11-24,16150.0,1615.0,-42050.0,-4205.0,2,0,0,2,593900.0,-18100.0,2,381300.0,0.0,2,535850.0,0.0
274,2025-11-25,1500.0,150.0,-40550.0,-4055.0,0,1,0,2,596900.0,-15100.0,2,384300.0,0.0,2,538850.0,0.0
275,2025-11-25,-7600.0,-760.0,-48150.0,-4815.0,0,2,0,2,581700.0,-30300.0,2,369100.0,-15200.0,2,523650.0,-15200.0
276,2025-11-25,-3300.0,-330.0,-51450.0,-5145.0,1,0,0,2,575100.0,-36900.0,2,362500.0,-21800.0,2,517050.0,-21800.0
277,2025-11-26,9700.0,970.0,-41750.0,-4175.0,2,0,0,2,594500.0,-17500.0,2,381900.0,-2400.0,2,536450.0,-2400.0
278,2025-11-26,-5350.0,-535.0,-47100.0,-4710.0,0,1,0,2,583800.0,-28200.0,2,371200.0,-13100.0,2,525750.0,-13100.0
279,2025-11-26,10650.0,1065.0,-36450.0,-3645.0,1,0,0,2,605100.0,-6900.0,2,392500.0,0.0,2,547050.0,0.0
280,2025-12-01,-400.0,-40.0,-36850.0,-3685.0,0,1,0,2,604300.0,-7700.0,2,391700.0,-800.0,2,546250.0,-800.0
281,2025-12-01,5150.0,515.0,-31700.0,-3170.0,1,0,0,2,614600.0,0.0,2,402000.0,0.0,2,556550.0,0.0
282,2025-12-02,-2900.0,-290.0,-34600.0,-3460.0,0,1,0,2,608800.0,-5800.0,2,396200.0,-5800.0,2,550750.0,-5800.0
283,2025-12-02,7500.0,750.0,-27100.0,-2710.0,1,0,0,2,623800.0,0.0,2,411200.0,0.0,2,565750.0,0.0
284,2025-12-03,-4600.0,-460.0,-31700.0,-3170.0,0,1,0,2,614600.0,-9200.0,2,402000.0,-9200.0,2,556550.0,-9200.0
285,2025-12-03,-8150.0,-815.0,-39850.0,-3985.0,1,0,0,2,598300.0,-25500.0,2,385700.0,-25500.0,2,540250.0,-25500.0
286,2025-12-03,-2150.0,-215.0,-42000.0,-4200.0,2,0,0,2,594000.0,-29800.0,2,381400.0,-29800.0,2,535950.0,-29800.0
287,2025-12-03,-5600.0,-560.0,-47600.0,-4760.0,3,0,0,2,582800.0,-41000.0,2,370200.0,-41000.0,2,524750.0,-41000.0
288,2025-12-03,-4100.0,-410.0,-51700.0,-5170.0,4,0,0,2,574600.0,-49200.0,2,362000.0,-49200.0,2,516550.0,-49200.0
289,2025-12-03,3200.0,320.0,-48500.0,-4850.0,5,0,0,2,581000.0,-42800.0,2,368400.0,-42800.0,2,522950.0,-42800.0
290,2025-12-04,-3100.0,-310.0,-51600.0,-5160.0,0,1,0,2,574800.0,-49000.0,2,362200.0,-49000.0,2,516750.0,-49000.0
291,2025-12-04,-6400.0,-640.0,-58000.0,-5800.0,1,0,0,2,562000.0,-61800.0,2,349400.0,-61800.0,2,503950.0,-61800.0
292,2025-12-04,-6650.0,-665.0,-64650.0,-6465.0,2,0,0,2,548700.0,-75100.0,2,336100.0,-75100.0,2,490650.0,-75100.0
293,2025-12-05,-3400.0,-340.0,-68050.0,-6805.0,3,0,0,2,541900.0,-81900.0,2,329300.0,-81900.0,2,483850.0,-81900.0
294,2025-12-05,-5150.0,-515.0,-73200.0,-7320.0,4,0,0,2,531600.0,-92200.0,2,319000.0,-92200.0,2,473550.0,-92200.0
295,2025-12-05,29850.0,2985.0,-43350.0,-4335.0,5,0,0,3,621150.0,-2650.0,2,378700.0,-32500.0,2,533250.0,-32500.0
296,2025-12-11,13950.0,1395.0,-29400.0,-2940.0,0,1,0,2,649050.0,0.0,2,406600.0,-4600.0,2,561150.0,-4600.0
297,2025-12-11,2500.0,250.0,-26900.0,-2690.0,0,2,0,2,654050.0,0.0,2,411600.0,0.0,2,566150.0,0.0
298,2025-12-12,19200.0,1920.0,-7700.0,-770.0,0,3,0,2,692450.0,0.0,2,450000.0,0.0,2,604550.0,0.0
299,2025-12-15,-700.0,-70.0,-8400.0,-840.0,0,4,0,2,691050.0,-1400.0,2,448600.0,-1400.0,2,603150.0,-1400.0
300,2025-12-15,-7650.0,-765.0,-16050.0,-1605.0,1,0,0,2,675750.0,-16700.0,2,433300.0,-16700.0,2,587850.0,-16700.0
301,2025-12-15,-3550.0,-355.0,-19600.0,-1960.0,2,0,0,2,668650.0,-23800.0,2,426200.0,-23800.0,2,580750.0,-23800.0
302,2025-12-15,18100.0,1810.0,-1500.0,-150.0,3,0,0,2,704850.0,0.0,2,462400.0,0.0,2,616950.0,0.0
303,2025-12-16,-3500.0,-350.0,-5000.0,-500.0,0,1,0,2,697850.0,-7000.0,2,455400.0,-7000.0,2,609950.0,-7000.0
304,2025-12-16,-7900.0,-790.0,-12900.0,-1290.0,1,0,0,2,682050.0,-22800.0,2,439600.0,-22800.0,2,594150.0,-22800.0
305,2025-12-16,-150.0,-15.0,-13050.0,-1305.0,2,0,0,2,681750.0,-23100.0,2,439300.0,-23100.0,2,593850.0,-23100.0
306,2025-12-16,-4350.0,-435.0,-17400.0,-1740.0,3,0,0,2,673050.0,-31800.0,2,430600.0,-31800.0,2,585150.0,-31800.0
307,2025-12-17,-4400.0,-440.0,-21800.0,-2180.0,4,0,0,2,664250.0,-40600.0,2,421800.0,-40600.0,2,576350.0,-40600.0
308,2025-12-17,-9400.0,-940.0,-31200.0,-3120.0,5,0,0,2,645450.0,-59400.0,2,403000.0,-59400.0,2,557550.0,-59400.0
309,2025-12-17,-2200.0,-220.0,-33400.0,-3340.0,6,0,0,2,641050.0,-63800.0,2,398600.0,-63800.0,2,553150.0,-63800.0
310,2025-12-17,13500.0,1350.0,-19900.0,-1990.0,7,0,0,2,668050.0,-36800.0,2,425600.0,-36800.0,2,580150.0,-36800.0
311,2025-12-18,-3200.0,-320.0,-23100.0,-2310.0,0,1,0,2,661650.0,-43200.0,2,419200.0,-43200.0,2,573750.0,-43200.0
312,2025-12-18,-14000.0,-1400.0,-37100.0,-3710.0,1,0,0,2,633650.0,-71200.0,2,391200.0,-71200.0,2,545750.0,-71200.0
313,2025-12-18,36100.0,3610.0,-1000.0,-100.0,2,0,0,2,705850.0,0.0,2,463400.0,0.0,2,617950.0,0.0
314,2025-12-24,-1050.0,-105.0,-2050.0,-205.0,0,1,0,2,703750.0,-2100.0,2,461300.0,-2100.0,2,615850.0,-2100.0
315,2025-12-24,99050.0,9905.0,0.0,0.0,1,0,0,2,901850.0,0.0,2,659400.0,0.0,2,813950.0,0.0
316,2026-01-07,-5750.0,-575.0,-5750.0,-575.0,0,1,1,1,896100.0,-5750.0,1,653650.0,-5750.0,1,808200.0,-5750.0
317,2026-01-07,-10350.0,-1035.0,-16100.0,-1610.0,1,0,2,1,885750.0,-16100.0,1,643300.0,-16100.0,1,797850.0,-16100.0
318,2026-01-07,-5800.0,-580.0,-21900.0,-2190.0,2,0,3,1,879950.0,-21900.0,1,637500.0,-21900.0,1,792050.0,-21900.0
319,2026-01-08,-7100.0,-710.0,-29000.0,-2900.0,3,0,0,1,872850.0,-29000.0,1,630400.0,-29000.0,1,784950.0,-29000.0
320,2026-01-08,-2200.0,-220.0,-31200.0,-3120.0,4,0,0,1,870650.0,-31200.0,1,628200.0,-31200.0,1,782750.0,-31200.0
321,2026-01-08,-1900.0,-190.0,-33100.0,-3310.0,5,0,0,2,866850.0,-35000.0,1,626300.0,-33100.0,1,780850.0,-33100.0
322,2026-01-08,-1400.0,-140.0,-34500.0,-3450.0,6,0,0,2,864050.0,-37800.0,1,624900.0,-34500.0,1,779450.0,-34500.0
323,2026-01-09,13650.0,1365.0,-20850.0,-2085.0,7,0,0,2,891350.0,-10500.0,1,638550.0,-20850.0,1,793100.0,-20850.0
324,2026-01-12,-3100.0,-310.0,-23950.0,-2395.0,0,1,0,2,885150.0,-16700.0,1,635450.0,-23950.0,1,790000.0,-23950.0
325,2026-01-12,5850.0,585.0,-18100.0,-1810.0,1,0,0,2,896850.0,-5000.0,1,641300.0,-18100.0,1,795850.0,-18100.0
326,2026-01-13,-4900.0,-490.0,-23000.0,-2300.0,0,1,0,2,887050.0,-14800.0,1,636400.0,-23000.0,1,790950.0,-23000.0
327,2026-01-13,1150.0,115.0,-21850.0,-2185.0,1,0,0,2,889350.0,-12500.0,1,637550.0,-21850.0,1,792100.0,-21850.0
328,2026-01-14,-300.0,-30.0,-22150.0,-2215.0,0,1,0,2,888750.0,-13100.0,1,637250.0,-22150.0,1,791800.0,-22150.0
329,2026-01-14,-7600.0,-760.0,-29750.0,-2975.0,1,0,0,2,873550.0,-28300.0,1,629650.0,-29750.0,1,784200.0,-29750.0
330,2026-01-14,-2800.0,-280.0,-32550.0,-3255.0,2,0,0,2,867950.0,-33900.0,1,626850.0,-32550.0,1,781400.0,-32550.0
331,2026-01-14,-5050.0,-505.0,-37600.0,-3760.0,3,0,0,2,857850.0,-44000.0,1,621800.0,-37600.0,1,776350.0,-37600.0
332,2026-01-14,-7650.0,-765.0,-45250.0,-4525.0,4,0,0,2,842550.0,-59300.0,1,614150.0,-45250.0,1,768700.0,-45250.0
333,2026-01-15,-7700.0,-770.0,-52950.0,-5295.0,5,0,0,2,827150.0,-74700.0,1,606450.0,-52950.0,2,753300.0,-60650.0
334,2026-01-15,-3250.0,-325.0,-56200.0,-5620.0,6,0,0,2,820650.0,-81200.0,2,599950.0,-59450.0,2,746800.0,-67150.0
335,2026-01-15,21300.0,2130.0,-34900.0,-3490.0,7,0,0,2,863250.0,-38600.0,2,642550.0,-16850.0,2,789400.0,-24550.0
336,2026-01-16,-6700.0,-670.0,-41600.0,-4160.0,0,1,0,2,849850.0,-52000.0,2,629150.0,-30250.0,2,776000.0,-37950.0
337,2026-01-16,-2950.0,-295.0,-44550.0,-4455.0,1,0,0,2,843950.0,-57900.0,2,623250.0,-36150.0,2,770100.0,-43850.0
338,2026-01-16,1850.0,185.0,-42700.0,-4270.0,2,0,0,2,847650.0,-54200.0,2,626950.0,-32450.0,2,773800.0,-40150.0
339,2026-01-19,2850.0,285.0,-39850.0,-3985.0,0,1,0,2,853350.0,-48500.0,2,632650.0,-26750.0,2,779500.0,-34450.0
340,2026-01-20,-4650.0,-465.0,-44500.0,-4450.0,0,2,0,2,844050.0,-57800.0,2,623350.0,-36050.0,2,770200.0,-43750.0
341,2026-01-20,-7950.0,-795.0,-52450.0,-5245.0,1,0,0,2,828150.0,-73700.0,2,607450.0,-51950.0,2,754300.0,-59650.0
342,2026-01-21,-2350.0,-235.0,-54800.0,-5480.0,2,0,0,2,823450.0,-78400.0,2,602750.0,-56650.0,2,749600.0,-64350.0
343,2026-01-21,-1750.0,-175.0,-56550.0,-5655.0,3,0,0,2,819950.0,-81900.0,2,599250.0,-60150.0,2,746100.0,-67850.0
344,2026-01-21,-14950.0,-1495.0,-71500.0,-7150.0,4,0,0,2,790050.0,-111800.0,2,569350.0,-90050.0,2,716200.0,-97750.0
345,2026-01-21,-4500.0,-450.0,-76000.0,-7600.0,5,0,0,3,776550.0,-125300.0,2,560350.0,-99050.0,2,707200.0,-106750.0
346,2026-01-21,-4550.0,-455.0,-80550.0,-8055.0,6,0,0,3,762900.0,-138950.0,2,551250.0,-108150.0,2,698100.0,-115850.0
347,2026-01-21,14400.0,1440.0,-66150.0,-6615.0,7,0,0,3,806100.0,-95750.0,2,580050.0,-79350.0,2,726900.0,-87050.0
348,2026-01-23,-7400.0,-740.0,-73550.0,-7355.0,0,1,0,2,791300.0,-110550.0,2,565250.0,-94150.0,2,712100.0,-101850.0
349,2026-01-23,43650.0,4365.0,-29900.0,-2990.0,1,0,0,3,922250.0,0.0,2,652550.0,-6850.0,2,799400.0,-14550.0
350,2026-01-28,42450.0,4245.0,0.0,0.0,0,1,0,3,1049600.0,0.0,2,737450.0,0.0,2,884300.0,0.0
351,2026-01-30,-2100.0,-210.0,-2100.0,-210.0,0,2,1,1,1047500.0,-2100.0,1,735350.0,-2100.0,1,882200.0,-2100.0
352,2026-01-31,5000.0,500.0,0.0,0.0,1,0,2,1,1052500.0,0.0,1,740350.0,0.0,1,887200.0,0.0
353,2026-02-02,-10200.0,-1020.0,-10200.0,-1020.0,0,1,1,1,1042300.0,-10200.0,1,730150.0,-10200.0,1,877000.0,-10200.0
354,2026-02-02,-10000.0,-1000.0,-20200.0,-2020.0,1,0,2,1,1032300.0,-20200.0,1,720150.0,-20200.0,1,867000.0,-20200.0
355,2026-02-02,14900.0,1490.0,-5300.0,-530.0,2,0,3,1,1047200.0,-5300.0,1,735050.0,-5300.0,1,881900.0,-5300.0
356,2026-02-03,-13000.0,-1300.0,-18300.0,-1830.0,0,1,0,1,1034200.0,-18300.0,1,722050.0,-18300.0,1,868900.0,-18300.0
357,2026-02-03,-4850.0,-485.0,-23150.0,-2315.0,1,0,0,1,1029350.0,-23150.0,1,717200.0,-23150.0,1,864050.0,-23150.0
358,2026-02-03,9750.0,975.0,-13400.0,-1340.0,2,0,0,1,1039100.0,-13400.0,1,726950.0,-13400.0,1,873800.0,-13400.0
359,2026-02-04,12700.0,1270.0,-700.0,-70.0,0,1,0,1,1051800.0,-700.0,1,739650.0,-700.0,1,886500.0,-700.0
360,2026-02-04,-6550.0,-655.0,-7250.0,-725.0,0,2,0,1,1045250.0,-7250.0,1,733100.0,-7250.0,1,879950.0,-7250.0
361,2026-02-04,-7850.0,-785.0,-15100.0,-1510.0,1,0,0,1,1037400.0,-15100.0,1,725250.0,-15100.0,1,872100.0,-15100.0
362,2026-02-04,20850.0,2085.0,0.0,0.0,2,0,0,1,1058250.0,0.0,1,746100.0,0.0,1,892950.0,0.0
363,2026-02-06,-29600.0,-2960.0,-29600.0,-2960.0,0,1,1,1,1028650.0,-29600.0,1,716500.0,-29600.0,1,863350.0,-29600.0
364,2026-02-06,-9450.0,-945.0,-39050.0,-3905.0,1,0,2,1,1019200.0,-39050.0,1,707050.0,-39050.0,1,853900.0,-39050.0
365,2026-02-06,120500.0,12050.0,0.0,0.0,2,0,3,2,1260200.0,0.0,1,827550.0,0.0,1,974400.0,0.0
366,2026-02-23,-6900.0,-690.0,-6900.0,-690.0,0,1,1,1,1253300.0,-6900.0,1,820650.0,-6900.0,1,967500.0,-6900.0
367,2026-02-23,-6450.0,-645.0,-13350.0,-1335.0,1,0,2,1,1246850.0,-13350.0,1,814200.0,-13350.0,1,961050.0,-13350.0
368,2026-02-23,-12600.0,-1260.0,-25950.0,-2595.0,2,0,3,1,1234250.0,-25950.0,1,801600.0,-25950.0,1,948450.0,-25950.0
369,2026-02-24,41900.0,4190.0,0.0,0.0,3,0,0,1,1276150.0,0.0,1,843500.0,0.0,1,990350.0,0.0
370,2026-02-25,-7850.0,-785.0,-7850.0,-785.0,0,1,1,1,1268300.0,-7850.0,1,835650.0,-7850.0,1,982500.0,-7850.0
371,2026-02-25,13700.0,1370.0,0.0,0.0,1,0,2,1,1282000.0,0.0,1,849350.0,0.0,1,996200.0,0.0
372,2026-02-26,32750.0,3275.0,0.0,0.0,0,1,1,1,1314750.0,0.0,1,882100.0,0.0,1,1028950.0,0.0
373,2026-03-02,-8800.0,-880.0,-8800.0,-880.0,0,2,2,1,1305950.0,-8800.0,1,873300.0,-8800.0,1,1020150.0,-8800.0
374,2026-03-02,-9000.0,-900.0,-17800.0,-1780.0,1,0,3,1,1296950.0,-17800.0,1,864300.0,-17800.0,1,1011150.0,-17800.0
375,2026-03-02,2200.0,220.0,-15600.0,-1560.0,2,0,0,1,1299150.0,-15600.0,1,866500.0,-15600.0,1,1013350.0,-15600.0
376,2026-03-03,77900.0,7790.0,0.0,0.0,0,1,0,1,1377050.0,0.0,1,944400.0,0.0,1,1091250.0,0.0
377,2026-03-04,28150.0,2815.0,0.0,0.0,0,2,1,1,1405200.0,0.0,1,972550.0,0.0,1,1119400.0,0.0
378,2026-03-05,14900.0,1490.0,0.0,0.0,0,3,2,1,1420100.0,0.0,1,987450.0,0.0,1,1134300.0,0.0
379,2026-03-05,-17350.0,-1735.0,-17350.0,-1735.0,0,4,3,1,1402750.0,-17350.0,1,970100.0,-17350.0,1,1116950.0,-17350.0
380,2026-03-05,-18150.0,-1815.0,-35500.0,-3550.0,1,0,0,1,1384600.0,-35500.0,1,951950.0,-35500.0,1,1098800.0,-35500.0
381,2026-03-05,-20300.0,-2030.0,-55800.0,-5580.0,2,0,0,2,1344000.0,-76100.0,1,931650.0,-55800.0,1,1078500.0,-55800.0
